importer_name,Recency_days,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
SEJAHTERA INTAN PERMATA,1422,1,18442314.0,1,1,2,Lost
SEJAHTERA INTERNASIONAL PASIFIK,97,4,82917.0,3,2,1,Need Attention
SEJAHTERA MANDIRI PERKASA,427,105,215281915471.0,2,4,4,At Risk
SEJAHTERA SAKTI INDONESIA,1682,1,3990638404.0,1,1,3,Lost
SEJAHTERA UNGGUL VISI,336,1,2420057.0,2,1,2,Hibernating
SEJATI ELANG RAYA,1462,2,670413.0,1,2,1,Hibernating
SEJATI TRITUNGGAL INDAH,1,20,51339460835.0,4,3,4,Champions
SEJIN FASHION INDONESIA,220,1,30977.0,3,1,1,Need Attention
SEJIN GLOBAL INDONESIA,646,6,258068223.0,2,2,3,About to Sleep
SEJIN LESTARI FURNITURE,196,19,7585319.0,3,3,2,Potential Loyalist
SEJIWA KURNIA BERSAMA INDONESIA,1050,7,13583013.0,1,3,2,Can't Lose Them
SEJUK JAYA,1182,16,7972940045.0,1,3,4,Can't Lose Them
SEJUK PRIMA INDONESIA,682,4,5126411.0,2,2,2,About to Sleep
SEJUK SEGAR SEJAHTERA,951,2,621820.0,2,2,1,About to Sleep
SEJUK SEJAHTERA SANTOSA,101,9,6363691936.0,3,3,4,Champions
SEKAR LAUT TBK,43,13,544364.0,3,3,1,Promising
SEKAR LIMA PRATAMA,983,8,18762884.0,1,3,2,Can't Lose Them
SEKAR MULIA ABADI,1430,50,19029165.0,1,4,2,Can't Lose Them
SEKARGUNA MEDIKA,477,1,7903.0,2,1,1,Hibernating
SEKAWAN ANUGRAH JAYA,30,4,9296481062.0,4,2,4,New Customers
SEKAWAN JAYA EXPRESS,540,5,10541222621.0,2,2,4,About to Sleep
SEKAWAN KOSMETIK WASANTARA,226,7,376408.0,3,3,1,Promising
SEKAWAN MANUNGGAL SEJATI,554,1,4872.0,2,1,1,Hibernating
SEKAWAN PENTA KREASI,55,8,9493876.0,3,3,2,Potential Loyalist
SEKAYAM INTILESTARI MINERAL,234,73,7025280.0,3,4,2,Potential Loyalist
SEKO INTI LESTARI,1008,6,561480.0,1,2,1,Hibernating
SELALU ADA JALAN,1674,1,41804.0,1,1,1,Lost
SELALU CINTA INDONESIA,1445,34,9067923711.0,1,4,4,Can't Lose Them
SELALU SUKSES PRIMA,546,57,76651401888.0,2,4,4,At Risk
SELAMANYA SUKSES ABADI,392,6,6098971205.0,2,2,4,About to Sleep
SELAMAT DERAJAT MULIA,778,1,75000.0,2,1,1,Hibernating
SELANCAR MULTI BUSANA UTAMA,878,15,762647.0,2,3,1,At Risk
SELANCAR PANEN RAYA,1701,1,240102475.0,1,1,3,Lost
SELARAS BANGUN PRATAMA,959,3,2238794904.0,1,2,3,Hibernating
SELARAS CITRA NUSANTARA PERKASA TBK,674,11,7464654077.0,2,3,4,At Risk
SELARAS INTI PRATAMA,868,362,249741097472.0,2,4,4,At Risk
SELARAS JAYA SAKTI,412,1,5163496114.0,2,1,3,Hibernating
SELARAS MAKMUR SEJATI,247,8,2599233.0,3,3,2,Potential Loyalist
SELE INGREDIENTS,2,56,3940954.0,4,4,2,Potential Loyalist
SELERA BOGA ASIA,196,5,1388141.0,3,2,2,Need Attention
SELERA BOGA INDONESIA,780,1,34617.0,2,1,1,Hibernating
SELFINC RETAIL INDONESIA,528,4,5524581.0,2,2,2,About to Sleep
SELLUS INDONESIA PERDANA,664,2,21320.0,2,2,1,About to Sleep
SELTECH UTAMA MANDIRI,213,6,4082160801.0,3,2,3,New Customers
SEMANGAT BAJA HOCKJAYA,1442,7,64282611.0,1,3,3,Can't Lose Them
SEMANGAT MAJU NIAGA,639,74,11284952.0,2,4,2,At Risk
SEMANGAT SEJAHTERA BERSAMA,1219,1,23850.0,1,1,1,Lost
SEMANGAT TANI MAJU BERSAMA,1070,2,423400.0,1,2,1,Hibernating
SEMARAK SUKHA,399,41,50724020.0,2,4,3,At Risk
SEMARANG GARMENT,1127,10,5377894389.0,1,3,3,Can't Lose Them
SEMARANG HERBAL INDO PLANT,273,2,23056132.0,3,2,2,Need Attention
SEMARANG MAKMUR,1066,8,473267928.0,1,3,3,Can't Lose Them
SEMARANG PLASTINDO JAYA,28,4,1565973.0,4,2,2,Need Attention
SEMBILAN BINTANG JAKARTA,1105,1,1104525493.0,1,1,3,Lost
SEMBILAN GARIS ABADI,135,1,69500.0,3,1,1,Need Attention
SEMBILAN INDONESIA,512,1,2268052.0,2,1,2,Hibernating
SEMBILAN OHM SEMBILAN,1116,247,410900998020.0,1,4,4,Can't Lose Them
SEMBILAN PULUH ENAM DERAJAT,3,4,5809249.0,4,2,2,Need Attention
SEMBILAN SEMBILAN JAYA UTAMA,1,38,109198351.0,4,4,3,Loyal Customers
SEMEN BATURAJA TBK,27,1,3559964892.0,4,1,3,New Customers
SEMEN BOSOWA MAROS,975,3,1480864.0,1,2,2,Hibernating
SEMEN GROBOGAN,441,1,7971535.0,2,1,2,Hibernating
SEMEN INDONESIA (PERSERO) TBK,468,1,119340.0,2,1,1,Hibernating
SEMEN JAKARTA,1255,3,309120.0,1,2,1,Hibernating
SEMEN PADANG,461,7,1443072.0,2,3,2,At Risk
SEMEN TONASA,7,120,124957699.0,4,4,3,Loyal Customers
SEMERU TEKNIK,92,29,76459959.0,3,4,3,Loyal Customers
SEMESTA MITRA SEJAHTERA,1504,1,2577381709.0,1,1,3,Lost
SEMESTA PERTAMBANGAN INDONESIA,198,1,62088471.0,3,1,3,New Customers
SEMESTA SEGAR ABADI,393,35,4565740619.0,2,4,3,At Risk
SEMESTA SEJAHTERA SENTOSA,2,51,13275150.0,4,4,2,Potential Loyalist
SEMESTA SUBUR PRIMA,1406,11,3080235.0,1,3,2,Can't Lose Them
SEMINASIA JAYA NUSANTARA,6,1,302088.0,4,1,1,Need Attention
SEMPURNA JAYA GEMILANG INDONESIA,1149,26,46610583.0,1,4,3,Can't Lose Them
SEMPURNA UTAMA,1571,14,995551.0,1,3,2,Can't Lose Them
SEMPURNAINDAH MULTINUSANTARA,1,51,121912493.0,4,4,3,Loyal Customers
SENANG MANDALA INTERNATIONAL,87,1,270538.0,3,1,1,Need Attention
SENANG SEPEDA SEJAHTERA,1571,2,416952.0,1,2,1,Hibernating
SENANTIASA MAKMUR,10,100,192096744816.0,4,4,4,Champions
SENARA REGINDO AGUNG,419,2,10876.0,2,2,1,About to Sleep
SENG FONG MOULDING PERKASA,1325,2,2558250.0,1,2,2,Hibernating
SENG SIL INDONESIA,710,7,11918927896.0,2,3,4,At Risk
SENINDO KAYA ABADI,44,1,13903.0,3,1,1,Need Attention
SENJAYA SOLUSI SEKURINDO,1280,2,83330.0,1,2,1,Hibernating
SENLYN JAYA PERKASA,1436,2,10800.0,1,2,1,Hibernating
SENSATIA BOTANICALS,1,41,5854874925.0,4,4,3,Loyal Customers
SENTANA ADIDAYA PRATAMA,82,81,511182746.0,3,4,3,Loyal Customers
SENTATEL SURYA PACIFIC,364,2,59364.0,2,2,1,About to Sleep
SENTIMAS BAN NGAI,1657,2,34720.0,1,2,1,Hibernating
SENTOSA ABADI TEKNIK,1338,2,110235.0,1,2,1,Hibernating
SENTOSA EKA PERDANA PRIMA,10,48,358697276.0,4,4,3,Loyal Customers
SENTOSA INDO PERMATA,1147,149,10916086349.0,1,4,4,Can't Lose Them
SENTOSA JAYA PROPERTI,1450,4,288000.0,1,2,1,Hibernating
SENTOSA MANDIRI ARTA,21,9,2964803.0,4,3,2,Potential Loyalist
SENTRA AGRI MULIA LESTARI,1162,134,210677235057.0,1,4,4,Can't Lose Them
SENTRA AGRO NIAGA,1753,1,27459607.0,1,1,2,Lost
SENTRA ASIA GEMILANG,56,15,5478522261.0,3,3,3,Loyal Customers
SENTRA BROSIS INDOJAYA,155,1,464428.0,3,1,1,Need Attention
SENTRA DISTRIBUSI INDONESIA,83,7,2270967.0,3,3,2,Potential Loyalist
SENTRA HARMONI PLASTINDO,1109,1,10385.0,1,1,1,Lost
SENTRA INDAH BERKAT MULIA,1365,23,109300662.0,1,3,3,Can't Lose Them
SENTRA INDAH CAHAYA ABADI,1554,10,96773650.0,1,3,3,Can't Lose Them
SENTRA INDAH CAHAYA CEMERLANG,1035,41,57394408.0,1,4,3,Can't Lose Them
SENTRA KARYA MAKMUR,1755,1,30281.0,1,1,1,Lost
SENTRA LUMBUNG PERKASA,1548,11,1393592672.0,1,3,3,Can't Lose Them
SENTRA PANGAN INDONESIA,1723,1,1787134.0,1,1,2,Lost
SENTRA PANGAN SEJAHTERA,1547,19,1733830.0,1,3,2,Can't Lose Them
SENTRA PERSADA MANDIRI,1421,13,2126905946.0,1,3,3,Can't Lose Them
SENTRA PRIMER SOLUSINDO,1233,36,20005971.0,1,4,2,Can't Lose Them
SENTRA SAINS INDONESIA,826,1,663336.0,2,1,1,Hibernating
SENTRA SINAR SURYA PERKASA,1324,22,31456336.0,1,3,2,Can't Lose Them
SENTRA SINAR TERANG PERKASA,780,86,208211408.0,2,4,3,At Risk
SENTRA SUMBER BAJA SEJAHTERA,715,4,9659210.0,2,2,2,About to Sleep
SENTRA SURYA PERSADA,38,19,3356798.0,4,3,2,Potential Loyalist
SENTRA USAHATAMA JAYA,20,286,44774835136.0,4,4,4,Champions
SENTRACO GARMINDO,70,7,15963912.0,3,3,2,Potential Loyalist
SENTRAL ASIA LOGISTIK,125,1,17780.0,3,1,1,Need Attention
SENTRAL BUANA SURYA,303,26,20723133533.0,3,4,4,Champions
SENTRAL ELEKTRIK,478,5,3817041.0,2,2,2,About to Sleep
SENTRAL ENERGI MANDIRI,981,10,7793052104.0,1,3,4,Can't Lose Them
SENTRAL ES KRISTAL ABADI,1289,1,348576.0,1,1,1,Lost
SENTRAL FASTINDO,1742,1,6898789.0,1,1,2,Lost
SENTRAL GLOBAL ENERGI,835,5,10045211145.0,2,2,4,About to Sleep
SENTRAL HUTAMA INDONESIA,332,5,9558247887.0,2,2,4,About to Sleep
SENTRAL INTI PROTEKSINDO,742,6,172650.0,2,2,1,About to Sleep
SENTRAL JAYA UTAMA,99,5,1431152.0,3,2,2,Need Attention
SENTRAL KEMASINDO TEGUH,541,1,31464.0,2,1,1,Hibernating
SENTRAL LAHARINDO SERVIS,35,32,17914868736.0,4,4,4,Champions
SENTRAL MEDIKA INDONESIA,546,1,12015.0,2,1,1,Hibernating
SENTRAL METAL MANDIRI,1183,4,33230008.0,1,2,2,Hibernating
SENTRAL SARANA ELEKTRINDO,1546,2,38000.0,1,2,1,Hibernating
SENTRAL SEGAR NUSANTARA,1316,257,295368920461.0,1,4,4,Can't Lose Them
SENTRALINDO TEGUH GEMILANG,519,2,43164.0,2,2,1,About to Sleep
SENTRAS BOX INDONESIA,34,16,36632774.0,4,3,3,Loyal Customers
SENYUM PESONA TIMUR,316,25,3176801473.0,3,3,3,Loyal Customers
SEO HEUNG INDORAYA,50,1,199752.0,3,1,1,Need Attention
SEOUL NIKKO INDONESIA,1234,1,12708.0,1,1,1,Lost
SEOUL PRESS INDONESIA,21,6,5178503.0,4,2,2,Need Attention
SEOW INTI BERKARYA,7,18,30857942.0,4,3,2,Potential Loyalist
SEPATU BATA TBK,6,758,820701268.0,4,4,3,Loyal Customers
SEPATU MAS INDONESIA,7,130,48959793.0,4,4,3,Loyal Customers
SEPEDA BERSAMA INDONESIA,1745,1,3736265049.0,1,1,3,Lost
SERATA MAKMUR RAYA,470,2,1608819075.0,2,2,3,About to Sleep
SERAYU MAS,1091,6,20383667.0,1,2,2,Hibernating
SERBA AKSESORIS INDONESIA,931,1,3536727.0,2,1,2,Hibernating
SERBA GROSIR MURAH,555,2,7205871211.0,2,2,4,About to Sleep
SERENDIPPO MAKMUR ABADI,808,2,14445.0,2,2,1,About to Sleep
SERENITY INDONESIA,695,3,2368549.0,2,2,2,About to Sleep
SERIBU CITA BAYANAKA,6,1,18900.0,4,1,1,Need Attention
SERIKAT DUO BUNGSU,41,27,206109358.0,4,4,3,Loyal Customers
SERIKAT PRATAMA NIAGA,133,21,9257118.0,3,3,2,Potential Loyalist
SERINDING SUMBER MAKMUR,77,11,1890685.0,3,3,2,Potential Loyalist
SERIYUS HUTAMA,1224,1,12331.0,1,1,1,Lost
SERUMPUN INDAH LESTARI,8,14,30735772911.0,4,3,4,Champions
SERUNI PELITA MANDIRI,52,2,2505432.0,3,2,2,Need Attention
SERVEONE MRO INDONESIA,1122,2,19636101.0,1,2,2,Hibernating
SERVINDO JAYA UTAMA,392,4,6028540.0,2,2,2,About to Sleep
SERVISINDO KUALITA PRIMA,3,11,1552955.0,4,3,2,Potential Loyalist
SESAVER CEMERLANG ABADI,58,2,24500.0,3,2,1,Need Attention
SESHIN SRAGEN INDONESIA,224,4,19140.0,3,2,1,Need Attention
SETARA PERKASA NUSANTARA,464,1,15650.0,2,1,1,Hibernating
SETIA BUSANATEX,639,1,4782921.0,2,1,2,Hibernating
SETIA HAYAT SENTOSA,1730,1,30444.0,1,1,1,Lost
SETIA JAYA,1326,3,671632.0,1,2,1,Hibernating
SETIA KAWAN ABADI,6,161,6102264915.0,4,4,4,Champions
SETIA KAWAN MAKMUR SEJAHTERA,800,20,20480921.0,2,3,2,At Risk
SETIA KAWAN SEJATI ZIPPER,307,3,228246.0,3,2,1,Need Attention
SETIA KIJI REED,210,2,4283241585.0,3,2,3,New Customers
SETIA MAJU SEJAHTERA ABADI,1437,26,1231969.0,1,4,2,Can't Lose Them
SETIA TRITUNGGAL INTI ARTHA,10,74,425171521.0,4,4,3,Loyal Customers
SETIAJAYA KEMASINDO MADYA,148,1,1102248473.0,3,1,3,New Customers
SETIAWAN SEDJATI,20,57,7092306.0,4,4,2,Potential Loyalist
SETO MAKMUR ABADI,31,5,13962012.0,4,2,2,Need Attention
SETSUYO ASTEC,465,1,1071987284.0,2,1,3,Hibernating
SEVEN NEW MATERIALS,7,5,22069689924.0,4,2,4,New Customers
SEVEN SEAS AGRO,146,16,1741110.0,3,3,2,Potential Loyalist
SEYANG ACTIVEWEAR,730,22,1032936933.0,2,3,3,At Risk
SEYANG INDONESIA,1479,6,17850084.0,1,2,2,Hibernating
SEYOUNG INDUSTRY,1485,3,8038335301.0,1,2,4,Hibernating
SGMW MOTOR INDONESIA,349,135,433555020063.0,2,4,4,At Risk
SGMW SALES INDONESIA,331,18,67258749773.0,2,3,4,At Risk
SH GARMENT,717,9,7137463106.0,2,3,4,At Risk
SHAD INDONESIA MOTOACCESSORY,108,5,897794.0,3,2,2,Need Attention
SHAKTINAGARA GANDA ARTHATENTRAM MAKMURJAYA,223,1,138420.0,3,1,1,Need Attention
SHAMROCK MANUFACTURING CORPORA,1214,3,6667461.0,1,2,2,Hibernating
SHAN FU METAL INDUSTRY,338,9,1603165594.0,2,3,3,At Risk
SHANGHAI BUILDING MATERIAL,1046,6,242619.0,1,2,1,Hibernating
SHANGYANG TECHNOLOGY INDONESIA,24,1,2164304.0,4,1,2,Need Attention
SHARP ELECTRONICS INDONESIA,807,118,4256922624.0,2,4,3,At Risk
SHARP TRADING INDONESIA,1,683,117704936596.0,4,4,4,Champions
SHARPRINDO DINAMIKA PRIMA,3,59,131165689761.0,4,4,4,Champions
SHAW ALMEX INDONESIA,1323,1,1902079948.0,1,1,3,Lost
SHCP INDONESIA,3,134,36444632.0,4,4,3,Loyal Customers
SHELL MANUFACTURING INDONESIA,9,174,14663881358.0,4,4,4,Champions
SHENGLONG INTERNATIONAL TRADING,282,2,2588976.0,3,2,2,Need Attention
SHENHUA GUOHUA PEMBANGKITAN JAWA BALI,42,1,1592884931.0,4,1,3,New Customers
SHENYANG YUANDA ALUMINIUM INDUSTRY ENGINEERING,17,80,28986070902.0,4,4,4,Champions
SHERICH INTERNATIONAL SUPPLY,566,1,4127224995.0,2,1,3,Hibernating
SHERYL CAHAYA NUSANTARA,189,40,2180191.0,3,4,2,Potential Loyalist
SHI PLASTICS MACHINERY INDONESIA,647,1,2750256841.0,2,1,3,Hibernating
SHIBAURA MACHINE INDONESIA,294,1,15700.0,3,1,1,Need Attention
SHIBAURA SHEARING INDONESIA,589,2,15709678.0,2,2,2,About to Sleep
SHICA JAYA SENTOSA,496,36,187095575.0,2,4,3,At Risk
SHICHIALIN INDAH MAJU,192,5,7633770747.0,3,2,4,New Customers
SHIMADA KARYA INDONESIA,149,1,210445.0,3,1,1,Need Attention
SHIMODA TRADE INDONESIA,6,1,14900.0,4,1,1,Need Attention
SHIN HAN INDONESIA,1429,4,131888.0,1,2,1,Hibernating
SHIN WON HI-TEC,29,28,95536227.0,4,4,3,Loyal Customers
SHIN WOO GLOBAL INDONESIA,2,20,11694367.0,4,3,2,Potential Loyalist
SHIN WOO MULIA,1659,1,685125.0,1,1,1,Lost
SHIN-ETSU POLYMER INDONESIA,145,7,5285535447.0,3,3,3,Loyal Customers
SHINE FACTORY INDONESIA,587,3,6285412524.0,2,2,4,About to Sleep
SHINE INDONESIA ABADI,31,42,87001205.0,4,4,3,Loyal Customers
SHINE KENCANA NUSANTARA,309,2,15243.0,3,2,1,Need Attention
SHINE PERMATA NUSANTARA,524,6,6413844.0,2,2,2,About to Sleep
SHINKA INTI PRATAMA,1087,3,8524721.0,1,2,2,Hibernating
SHINKO KOGYO INDONESIA,933,2,140180.0,2,2,1,About to Sleep
SHINMADO,237,5,3805906058.0,3,2,3,New Customers
SHINMEI INDUSTRY INDONESIA,286,1,270549.0,3,1,1,Need Attention
SHINRYO INDONESIA,1729,1,5225.0,1,1,1,Lost
SHINSHO METALS INDONESIA,428,5,8800722778.0,2,2,4,About to Sleep
SHINTA WOO SUNG,1288,3,1250784.0,1,2,2,Hibernating
SHINTO KOGYO INDONESIA,554,1,8316.0,2,1,1,Hibernating
SHINWA PACKAGE INDONESIA,6,105,103672232995.0,4,4,4,Champions
SHINWON INDONESIA,870,38,15576855483.0,2,4,4,At Risk
SHISEIDO COSMETICS INDONESIA,456,4,990630.0,2,2,2,About to Sleep
SHIVA SAKTI STEEL,943,99,617544106.0,2,4,3,At Risk
SHIVALOKA BALI,346,1,8273.0,2,1,1,Hibernating
SHIVAY INTERPRISES INDONESIA,1704,1,2250.0,1,1,1,Lost
SHIWOND STEEL INDONESIA,37,1,132560.0,4,1,1,Need Attention
SHORITSU KATUP INDONESIA,9,16,91038800.0,4,3,3,Loyal Customers
SHOU FONG LASTINDO,5,277,670834057.0,4,4,3,Loyal Customers
SHOWA KOSAN INDONESIA,115,15,1942440.0,3,3,2,Potential Loyalist
SHR NEW INDONESIA,923,30,3378985.0,2,4,2,At Risk
SHUANG BAO LONG STEEL,434,1,5125.0,2,1,1,Hibernating
SHUANG HOR INDONESIA,6,72,112551736.0,4,4,3,Loyal Customers
SHUGATA TRANS INTERNASIONAL,520,1949,1383020139534.0,2,4,4,At Risk
SHUKAKU INDONESIA,6,35,12002194891.0,4,4,4,Champions
SHUMA YASA LESTARI,338,5,14815044.0,2,2,2,About to Sleep
SHUN FA LANGGENG JAYA STEEL,2,736,6523399001.0,4,4,4,Champions
SHUN FENG INTERNATION INDONESIA,364,1,2840649.0,2,1,2,Hibernating
SHUN RONG INTERNATIONAL INDONESIA,9,6,8745681926.0,4,2,4,New Customers
SHUNBANG VENAN INDONESIA,21,7,18378457004.0,4,3,4,Champions
SHUNDA CARGO INDONESIA,5,4,8660678024.0,4,2,4,New Customers
SHUNDATONG JAYA ABADI,1681,2,23458.0,1,2,1,Hibernating
SHURE KARYA INDONESIA,416,2,9280.0,2,2,1,About to Sleep
SHUTER MITRA INDONESIA,986,14,7635550.0,1,3,2,Can't Lose Them
SHUTER UNGGUL INDONESIA,1049,16,29311079.0,1,3,2,Can't Lose Them
SIA HUAT INDONESIA,546,10,18176608123.0,2,3,4,At Risk
SIAM BEVERAGE INDONESIA,7,76,261215388443.0,4,4,4,Champions
SIAM-INDO CONCRETE PRODUCTS,364,2,65500.0,2,2,1,About to Sleep
SIAN LIEP BUMI PERSADA,1456,4,1339800.0,1,2,2,Hibernating
SIANJUR MULA MULA,1209,48,193249120.0,1,4,3,Can't Lose Them
SIANTAR MADJU,234,6,23354911264.0,3,2,4,New Customers
SIANTAR TOP TBK,23,58,721519075.0,4,4,3,Loyal Customers
SIAP KIRIM INDONESIA,506,5,6962673203.0,2,2,4,About to Sleep
SIBA SURYA,112,9,12458917429.0,3,3,4,Champions
SICO SUMBERSAKTI,1406,7,4281957.0,1,3,2,Can't Lose Them
SICPA PERURI SECURINK,35,17,72429644042.0,4,3,4,Champions
SIDO AGUNG ALUMI,2,491,2151933982.0,4,4,3,Loyal Customers
SIDO AGUNG MANDIRI,62,10,21393381096.0,3,3,4,Champions
SIDO JODO,3,12,1965936.0,4,3,2,Potential Loyalist
SIDO MAKMUR JAYA,1421,31,19531221.0,1,4,2,Can't Lose Them
SIDO MUKTI,335,2,450619.0,2,2,1,About to Sleep
SIEGWERK INDONESIA,350,1,5405.0,2,1,1,Hibernating
SIEMENS GAMESA RENEWABLE ENERGY,1429,1,88913275.0,1,1,3,Lost
SIEMENS MOBILITY INDONESIA,777,9,23509698370.0,2,3,4,At Risk
SIG COMBIBLOC INDONESIA,17,182,505780375994.0,4,4,4,Champions
SIGAP KARYA MANDIRI,316,2,3785.0,3,2,1,Need Attention
SIGINDO KEMAS,24,52,159529627.0,4,4,3,Loyal Customers
SIGMA & HEARTS INDONESIA,423,1,96628.0,2,1,1,Hibernating
SIGMA BIMED,1,396,58087139954.0,4,4,4,Champions
SIGMA CAKRAWALA INTERNATIONAL,21,13,4971234.0,4,3,2,Potential Loyalist
SIGMA INTER BUANA,748,3,5335845323.0,2,2,3,About to Sleep
SIGMA PETROTECH,1196,2,346769.0,1,2,1,Hibernating
SIGMA USAHA MANDIRI,10,5,5160625976.0,4,2,3,New Customers
SIGMA UTAMA JAYA,114,9,3747758.0,3,3,2,Potential Loyalist
SIGMA WIJAYA NUSANTARA,68,2,30513.0,3,2,1,Need Attention
SIGMACO SAKSAMA IMAGE,185,17,1685221.0,3,3,2,Potential Loyalist
SIGMACO SAKSAMA INDONESIA,356,2,129310.0,2,2,1,About to Sleep
SIGNA HUSADA,1332,17,9763943742.0,1,3,4,Can't Lose Them
SIGNIFY COMMERCIAL INDONESIA,2,1139,62203578046.0,4,4,4,Champions
SIGNORA SARANA SUKSES,1374,11,5252468.0,1,3,2,Can't Lose Them
SIIX ELECTRONICS INDONESIA,422,1,4897.0,2,1,1,Hibernating
SIKA INDONESIA,1690,1,89496.0,1,1,1,Lost
SILO UTOMO MAKMUR,22,5,449257.0,4,2,1,Need Attention
SILVER KRIS,470,2,232664.0,2,2,1,About to Sleep
SILVERPLAS PACIFIC,525,2,1759481.0,2,2,2,About to Sleep
SIMA AGUSTUS,1214,1,2150.0,1,1,1,Lost
SIMBA JAYA INDONESIA,78,20,6249272.0,3,3,2,Potential Loyalist
SIMBOLDATA TEKNOLOGI,308,2,3645.0,3,2,1,Need Attention
SIMCO METAL INDONESIA,1667,3,71422675.0,1,2,3,Hibernating
SIMED PRAKARSA INDONESIA,9,66,18694543687.0,4,4,4,Champions
SIMINDO BERKAT PRATAMA,1120,2,215012.0,1,2,1,Hibernating
SIMO MITRA SENTOSA,2,14,668102.0,4,3,1,Promising
SIMON MAKMUR SEJAHTERA,1731,4,106560.0,1,2,1,Hibernating
SIMPATI GOLDEN UTAMA,225,55,43007307473.0,3,4,4,Champions
SIMPLE AGUNG PRATAMA,38,14,43246655.0,4,3,3,Loyal Customers
SIMPLE AND BEAUTY INTERNASIONAL,41,3,466500.0,4,2,1,Need Attention
SIMS JAYA KALTIM,112,24,23740646.0,3,3,2,Potential Loyalist
SIN A SIXFIFTEEN,241,12,19562136567.0,3,3,4,Champions
SINABU NUSAINDO,59,8,3549221.0,3,3,2,Potential Loyalist
SINAMON GROUP INDONESIA,1130,5,41140.0,1,2,1,Hibernating
SINAR ABADI,1045,15,4564193.0,1,3,2,Can't Lose Them
SINAR ABADI HOME CENTRE,352,2,103081.0,2,2,1,About to Sleep
SINAR ABADI PRITINDO,386,1,75545624.0,2,1,3,Hibernating
SINAR ABADI UNIVERSAL,1529,8,1575843.0,1,3,2,Can't Lose Them
SINAR ABADI VALVINDO,286,3,128193.0,3,2,1,Need Attention
SINAR ACEMO,1092,3,82678.0,1,2,1,Hibernating
SINAR ACEMO ENGINEERING,682,1,1359.0,2,1,1,Hibernating
SINAR ADI KENCANA,1470,1,3560956425.0,1,1,3,Lost
SINAR ADITAMA JAYA,29,19,75325344.0,4,3,3,Loyal Customers
SINAR AGRO RAYA,567,1,490556.0,2,1,1,Hibernating
SINAR AGUNG PEMUDA,8,42,86930117.0,4,4,3,Loyal Customers
SINAR AGUNG SEJAHTERA,1400,25,2255795.0,1,3,2,Can't Lose Them
SINAR ALAM MANDIRI,1437,3,13107785.0,1,2,2,Hibernating
SINAR ALAM PERMAI,14,48,50493899456.0,4,4,4,Champions
SINAR AMAN SENTOSA,303,12,3405355.0,3,3,2,Potential Loyalist
SINAR ANTJOL,1445,1,24500.0,1,1,1,Lost
SINAR ANUGERAH MAKMUR,1755,3,233390.0,1,2,1,Hibernating
SINAR ARTISTIKA INDAH,1709,1,6117839.0,1,1,2,Lost
SINAR ASIA PERKASA,566,1,39121.0,2,1,1,Hibernating
SINAR ATOM INDONESIA,2,25,79039500.0,4,3,3,Loyal Customers
SINAR AUSTRAL,219,41,28062659853.0,3,4,4,Champions
SINAR BAHAGIA GAJAHMADA,372,23,3854977180.0,2,3,3,At Risk
SINAR BAJA ELECTRIC CO LTD,3,41,10101957558.0,4,4,4,Champions
SINAR BAJA GEMILANG,416,17,308409726.0,2,3,3,At Risk
SINAR BERKAH LUTFANA,1749,5,28142499.0,1,2,2,Hibernating
SINAR BERKAT ANUGRAH,120,9,476700.0,3,3,1,Promising
SINAR BERKAT INTERNUSA,132,17,9777518145.0,3,3,4,Champions
SINAR BINTANG BUANA,2,368,57050347537.0,4,4,4,Champions
SINAR BINTANG JAYA MAKMUR,1191,12,7000127.0,1,3,2,Can't Lose Them
SINAR BINTANG MAKMUR SEJAHTERA,29,4,13519865.0,4,2,2,Need Attention
SINAR BINTANG MAS,1499,18,3133710581.0,1,3,3,Can't Lose Them
SINAR BINTANG REZEKI,1435,6,72675988.0,1,2,3,Hibernating
SINAR BLING BLING,392,5,12880638.0,2,2,2,About to Sleep
SINAR BUAH,1463,76,51510600078.0,1,4,4,Can't Lose Them
SINAR CAHAYA ANUGERAH,898,2,17790.0,2,2,1,About to Sleep
SINAR CAHAYA CEMERLANG,184,14,17045330159.0,3,3,4,Champions
SINAR CEMERLANG SEMESTA,17,62,39120512.0,4,4,3,Loyal Customers
SINAR CIPTA WIJAYA,433,1,397561.0,2,1,1,Hibernating
SINAR CONTINENTAL,178,80,36851063907.0,3,4,4,Champions
SINAR DUNIA,1218,1,507564.0,1,1,1,Lost
SINAR DUNIA LOGAM,1282,4,157453035.0,1,2,3,Hibernating
SINAR EKA SELARAS TBK,3,424,596005848940.0,4,4,4,Champions
SINAR ELEKTRA MANUNGGAL ASKARA,58,6,442810.0,3,2,1,Need Attention
SINAR ELEKTRIK PRATAMA,20,146,257225115327.0,4,4,4,Champions
SINAR FAJARJAYA INDONESIA,554,1,268644234.0,2,1,3,Hibernating
SINAR FORTUNA CAHAYA GEMILANG,339,2,2959851.0,2,2,2,About to Sleep
SINAR GADING SAKTI,31,32,2308219747.0,4,4,3,Loyal Customers
SINAR GARMEN INDO,1064,25,136155825.0,1,3,3,Can't Lose Them
SINAR GENERAL INDUSTRIES,13,38,17407522.0,4,4,2,Potential Loyalist
SINAR GRAFINDO,189,49,949367199.0,3,4,3,Loyal Customers
SINAR HARAPAN BARU,941,181,108529292441.0,2,4,4,At Risk
SINAR HARAPAN BERKARYA,1261,70,153288641890.0,1,4,4,Can't Lose Them
