importer_name,Recency_days,Frequency,Monetary,R_Score,F_Score,M_Score,Segment,Tanggal_Snapshot
MUSIM REZEKI MAKMUR,738,5,63817574.0,2,2,3,About to Sleep,2025-10-23
MUSINDO JAYA NUSANTARA,1038,9,4930074.0,1,3,2,Can't Lose Them,2025-10-23
MUSTIKA CITRA RASA,6,89,10944330982.0,4,4,4,Champions,2025-10-23
MUSTIKA DHARMAJAYA,6,63,134647084.0,4,4,3,Loyal Customers,2025-10-23
MUSTIKA MEMADATA,57,12,11813708445.0,3,3,4,Champions,2025-10-23
MUSTIKA MINANUSA AURORA,1424,1,314080.0,1,1,1,Lost,2025-10-23
MUSTIKA PAWAN FIBERINDO,8,10,11348933832.0,4,3,4,Champions,2025-10-23
MUSTIKA SATYA NUSANTARA,885,26,77765412.0,2,4,3,At Risk,2025-10-23
MUSTIKA SEMBULUH,169,3,1584024.0,3,2,2,Need Attention,2025-10-23
MUSTIKA SILIWANGI LESTARI,1221,5,6228538953.0,1,2,4,Hibernating,2025-10-23
MUSTIKA UTAMA SEJATI,1135,10,164025380.0,1,3,3,Can't Lose Them,2025-10-23
MUTIARA ANDALAN SENTUL,412,1,1471050375.0,2,1,3,Hibernating,2025-10-23
MUTIARA BUSANA INDAH,1561,3,752509884.0,1,2,3,Hibernating,2025-10-23
MUTIARA CANTIKA BERSAMA,176,1,1860489826.0,3,1,3,New Customers,2025-10-23
MUTIARA CITRA GEMILANG,7,1,1186039.0,4,1,2,Need Attention,2025-10-23
MUTIARA ELASTICINDO,64,11,710659.0,3,3,1,Promising,2025-10-23
MUTIARA FIBRINDO,50,7,464106.0,3,3,1,Promising,2025-10-23
MUTIARA HEXAGON,294,1,200000.0,3,1,1,Need Attention,2025-10-23
MUTIARA INDO RESOURCES,37,1,15618.0,4,1,1,Need Attention,2025-10-23
MUTIARA MAJU SETIA,1171,6,4608783.0,1,2,2,Hibernating,2025-10-23
MUTIARA MUSIK CAKRAWALA,719,16,26379618.0,2,3,2,At Risk,2025-10-23
MUTIARA OSMOUS SEJAHTERA,359,1,4140562446.0,2,1,3,Hibernating,2025-10-23
MUTIARA PATROMAN MANDIRI,1617,1,546807.0,1,1,1,Lost,2025-10-23
MUTIARA SEPEDA,772,70,101497127.0,2,4,3,At Risk,2025-10-23
MUTIARA TANJUNG LESTARI,1149,1,2923836399.0,1,1,3,Lost,2025-10-23
MUTU GADING TEKSTIL,70,21,4854171163.0,3,3,3,Loyal Customers,2025-10-23
MUWON GARMENT INDONESIA,21,35,50038760.0,4,4,3,Loyal Customers,2025-10-23
MYACICO GLOBAL INDONESIA,108,4,6936.0,3,2,1,Need Attention,2025-10-23
MYCON INDONESIA,1688,1,6080.0,1,1,1,Lost,2025-10-23
MYOHO MESININDO INDONESIA,236,10,15915.0,3,3,1,Promising,2025-10-23
MYSURV PENTA BENUA,1179,1,244972159.0,1,1,3,Lost,2025-10-23
NABELIN INDONESIA,51,4,3093748323.0,3,2,3,New Customers,2025-10-23
NABILA SUCCESS PRATAMA,239,2,4479187.0,3,2,2,Need Attention,2025-10-23
NACHINDO TAPE INDUSTRY,7,148,1000177280.0,4,4,3,Loyal Customers,2025-10-23
NADA GEMILANG ALAM,62,3,3697974.0,3,2,2,Need Attention,2025-10-23
NADA MODA INDONESIA,3,11,12258268337.0,4,3,4,Champions,2025-10-23
NADIRA GALUNDI,1036,1,15800.0,1,1,1,Lost,2025-10-23
NAGA AIR MAS,1141,2,13460.0,1,2,1,Hibernating,2025-10-23
NAGA JAYA STEEL,308,1,10246632.0,3,1,2,Need Attention,2025-10-23
NAGA KOMODO,218,47,300374751.0,3,4,3,Loyal Customers,2025-10-23
NAGA MAS INTIPRATAMA,807,8,40412396.0,2,3,3,At Risk,2025-10-23
NAGA MESINDO JAYA,279,2,94746.0,3,2,1,Need Attention,2025-10-23
NAGA MULIA TEKSTIL,1725,4,1449800.0,1,2,2,Hibernating,2025-10-23
NAGA PACIFIC,37,36,76102707063.0,4,4,4,Champions,2025-10-23
NAGA SAMUDRA BERJAYA,79,11,27598588243.0,3,3,4,Champions,2025-10-23
NAGAMAS BAN,6,268,362357723946.0,4,4,4,Champions,2025-10-23
NAGAMAS MAKMUR BERSAMA,8,168,312532451217.0,4,4,4,Champions,2025-10-23
NAGAMAS PACKAGING,3,8,13456827.0,4,3,2,Potential Loyalist,2025-10-23
NAGASE IMPOR-EKSPOR INDONESIA,521,14,15874238458.0,2,3,4,At Risk,2025-10-23
NAGATA INDONESIA PERMAI,37,35,8991398.0,4,4,2,Potential Loyalist,2025-10-23
NAGATAMA SYNERGY CORP,154,1,19836.0,3,1,1,Need Attention,2025-10-23
NAGISHA PRATAMA ABADI,83,9,58469433.0,3,3,3,Loyal Customers,2025-10-23
NAGOYA DENKI INDONESIA,3,51,94046347827.0,4,4,4,Champions,2025-10-23
NAJWA MANDIRI SEJAHTERA,1388,27,1395033.0,1,4,2,Can't Lose Them,2025-10-23
NAKAGAWA SPECIAL STEEL INDONESIA,31,86,102702858312.0,4,4,4,Champions,2025-10-23
NAKAMI SUKSES ABADI,944,5,5595381125.0,2,2,3,About to Sleep,2025-10-23
NAKANISHI INDONESIA,1067,3,3023926173.0,1,2,3,Hibernating,2025-10-23
NAKSHATRA EXIM INTERNATIONAL,1190,125,224176936.0,1,4,3,Can't Lose Them,2025-10-23
NAMICOH INDONESIA COMPONENT,2,19,68967927221.0,4,3,4,Champions,2025-10-23
NAMNAM FASHION INDUSTRIES,400,1,896359.0,2,1,2,Hibernating,2025-10-23
NAMU SURYA KENCANA,143,4,90316.0,3,2,1,Need Attention,2025-10-23
NAMYOUNG INDONESIA,512,1,15175.0,2,1,1,Hibernating,2025-10-23
NAN YAHRING,1576,1,2304345893.0,1,1,3,Lost,2025-10-23
NANDIKARA VISTARA EKA,1520,1,37410.0,1,1,1,Lost,2025-10-23
NANKAI INDONESIA,538,25,15893502.0,2,3,2,At Risk,2025-10-23
NANO SNG,50,23,33286714829.0,3,3,4,Champions,2025-10-23
NANWANG PACK INDONESIA,107,7,103021655.0,3,3,3,Loyal Customers,2025-10-23
NANYANG CHEMICAL TECHNOLOGY INDONESIA,575,7,2482027602.0,2,3,3,At Risk,2025-10-23
NANYANG FIRE TECHNOLOGY,400,9,19498831955.0,2,3,4,At Risk,2025-10-23
NANYANG FOOD MANAGEMENT,554,4,7010278.0,2,2,2,About to Sleep,2025-10-23
NANYANG SAUDARA INTERNATIONAL,1080,24,2366697.0,1,3,2,Can't Lose Them,2025-10-23
NANYANG SYNERGY INDONESIA,50,6,1501331578.0,3,2,3,New Customers,2025-10-23
NAPOLEON LIGHT INDUSTRIES,29,18,66070736356.0,4,3,4,Champions,2025-10-23
NARABI BAJA PERKASA,194,2,17127551248.0,3,2,4,New Customers,2025-10-23
NARASCO DIVA PRATAMA,1627,5,1622306.0,1,2,2,Hibernating,2025-10-23
NARASYA HARMONI SEJAHTERA,1221,1,5760.0,1,1,1,Lost,2025-10-23
NARATAMA LAYAR UTAMA,3,8,1477403.0,4,3,2,Potential Loyalist,2025-10-23
NARAYA RUPA KARSA,3,2,24670930.0,4,2,2,Need Attention,2025-10-23
NARDA TITA,3,2,33816.0,4,2,1,Need Attention,2025-10-23
NAREYO ROYAL GROUP,1007,4,301210.0,1,2,1,Hibernating,2025-10-23
NARMADA AWET MUDA,98,1,26874534.0,3,1,2,Need Attention,2025-10-23
NASINDOSEJAHTERA CEMERLANG,233,18,400872550.0,3,3,3,Loyal Customers,2025-10-23
NASIONAL BAJA PRIMA,1591,2,49991998.0,1,2,3,Hibernating,2025-10-23
NASIONAL CITRA CEMERLANG,1317,1,49500.0,1,1,1,Lost,2025-10-23
NASIONAL MITRA GEMILANG,13,4,14896982.0,4,2,2,Need Attention,2025-10-23
NASSAU SPORT INDONESIA,37,25,118442483.0,4,3,3,Loyal Customers,2025-10-23
NASSER MURDY ALDOSARY,16,4,18700.0,4,2,1,Need Attention,2025-10-23
NATATEX GARMENTAMA,127,7,2616188.0,3,3,2,Potential Loyalist,2025-10-23
NATBIO MARKETING INDONESIA,167,2,1205000.0,3,2,2,Need Attention,2025-10-23
NATHA JAYA MAKMUR,840,1,27394038.0,2,1,2,Hibernating,2025-10-23
NATHANIA FURNITURE,45,15,7495283.0,3,3,2,Potential Loyalist,2025-10-23
NATIONAL OILWELL VARCO,76,1,50859.0,3,1,1,Need Attention,2025-10-23
NATIONAL SAVEMART TRADE CORP,252,6,18544416108.0,3,2,4,New Customers,2025-10-23
NATUR JUARAKU INDONESIA,17,14,145300.0,4,3,1,Promising,2025-10-23
NATURA DECA KOSMETIKA,509,8,29054819031.0,2,3,4,At Risk,2025-10-23
NATURA INTI SUKSES,3,30,6842075.0,4,4,2,Potential Loyalist,2025-10-23
NATURAL ALAM ABADI,689,6,6040008.0,2,2,2,About to Sleep,2025-10-23
NATURAL CAHAYA LESTARI,897,1,685482421.0,2,1,3,Hibernating,2025-10-23
NATURAL FOOD SUCCESS,456,1,41601.0,2,1,1,Hibernating,2025-10-23
NATURAL HILIFE,1637,1,241063.0,1,1,1,Lost,2025-10-23
NATURAL INSULATION INDONESIA,142,50,88362739806.0,3,4,4,Champions,2025-10-23
NATURAL NUTRINDO,870,84,10992438466.0,2,4,4,At Risk,2025-10-23
NATURAL WATER FORMOSA,1660,1,76157.0,1,1,1,Lost,2025-10-23
NATURALLY PLUS INDONESIA,665,29,58344709449.0,2,4,4,At Risk,2025-10-23
NATURASA AROMA NUSANTARA,293,2,295962.0,3,2,1,Need Attention,2025-10-23
NATURE SUNSHINE PRODUCTS INDONESIA,42,56,98118721.0,4,4,3,Loyal Customers,2025-10-23
NAUTILUS UTAMA KARYA,545,1,2026731.0,2,1,2,Hibernating,2025-10-23
NAVE MEGA NUSANTARA,307,3,2798769718.0,3,2,3,New Customers,2025-10-23
NAVITASYS TECHNOLOGY INDONESIA,3,96,141060450693.0,4,4,4,Champions,2025-10-23
NAVYA RETAIL INDONESIA,317,982,63518567499.0,3,4,4,Champions,2025-10-23
NAWASENA INOVASI INDONESIA,7,49,87601191494.0,4,4,4,Champions,2025-10-23
NAXIS LABEL INDONESIA,519,68,88160533543.0,2,4,4,At Risk,2025-10-23
NAYAAN AYU USAHA,905,1,2781875.0,2,1,2,Hibernating,2025-10-23
NAYATI INDONESIA,399,22,18767461604.0,2,3,4,At Risk,2025-10-23
NBC INDONESIA,3,22,806323945.0,4,3,3,Loyal Customers,2025-10-23
NECCO MANUFACTURING INDONESIA,8,19,25532122169.0,4,3,4,Champions,2025-10-23
NEDEKA GLOBAL MANDIRI,530,1,27419.0,2,1,1,Hibernating,2025-10-23
NEELAM INTERNATIONAL,1199,2,9319704.0,1,2,2,Hibernating,2025-10-23
NEELENDRA MEGAH UTAMA,1512,3,84240.0,1,2,1,Hibernating,2025-10-23
NELA ARTA MANDIRI,737,16,884419.0,2,3,1,At Risk,2025-10-23
NELIMITAD PROGRESS INDONESIA,6,1,2274548235.0,4,1,3,New Customers,2025-10-23
NEOASIA AESTHETIC INDONESIA,52,21,104825343.0,3,3,3,Loyal Customers,2025-10-23
NEOHAUS INDONESIA,786,2,1722.0,2,2,1,About to Sleep,2025-10-23
NEOSYS INDONESIA,58,6,1207928.0,3,2,2,Need Attention,2025-10-23
NEOTRANS LOGISTIK,1190,11,1354300.0,1,3,2,Can't Lose Them,2025-10-23
NEROTECA INDO UNGGUL,450,14,49814333.0,2,3,3,At Risk,2025-10-23
NESIA PAN PACIFIC KNIT,881,16,5474020745.0,2,3,3,At Risk,2025-10-23
NEST SCIENTIFIC UTAMA,212,11,969277.0,3,3,2,Potential Loyalist,2025-10-23
NESTLE INDONESIA,1,1210,747253288153.0,4,4,4,Champions,2025-10-23
NESTLE TRADING INDONESIA,2,1888,25274963571.0,4,4,4,Champions,2025-10-23
NETA AGRINDO SANTOSA,358,1,166582.0,2,1,1,Hibernating,2025-10-23
NETCITI PERSADA,192,6,7546575.0,3,2,2,Need Attention,2025-10-23
NETH PERKASA TRADING,52,5,6346091974.0,3,2,4,New Customers,2025-10-23
NETWAY INDONESIA,1043,10,14432773.0,1,3,2,Can't Lose Them,2025-10-23
NETWEB TEKNOLOGI INDONESIA,27,135,63807700.0,4,4,3,Loyal Customers,2025-10-23
NEUMINDO JAYA ABADI,373,3,199790.0,2,2,1,About to Sleep,2025-10-23
NEW ASIA DYNAMIC INDONESIA,531,1,1989096828.0,2,1,3,Hibernating,2025-10-23
NEW HOPE INDONESIA,65,6,337993.0,3,2,1,Need Attention,2025-10-23
NEW HOPE JAWA TIMUR,197,4,183462.0,3,2,1,Need Attention,2025-10-23
NEW HOPE MEDAN,175,5,106444.0,3,2,1,Need Attention,2025-10-23
NEW LIVING INDONESIA,1,301,779232856480.0,4,4,4,Champions,2025-10-23
NEW PRIOK CONTAINER TERMINAL ONE,265,1,3295765.0,3,1,2,Need Attention,2025-10-23
NEW RED AND WHITE MANUFACTORY,76,2,147363.0,3,2,1,Need Attention,2025-10-23
NEW SPECIALIFE INDUSTRIES,133,2,1657707.0,3,2,2,Need Attention,2025-10-23
NEW STAR PRECISION INDUSTRIES,77,23,25465784.0,3,3,2,Potential Loyalist,2025-10-23
NEW STARINDO SENTOSA ELECTRINDO,785,6,26098378145.0,2,2,4,About to Sleep,2025-10-23
NEW SUN,804,1,23000.0,2,1,1,Hibernating,2025-10-23
NEW TRIFINDO UTAMA,1465,1,13200.0,1,1,1,Lost,2025-10-23
NEW VISION COOPERATIONS,703,5,1717162.0,2,2,2,About to Sleep,2025-10-23
NEWHOPE AQUA FEED INDONESIA,471,2,138476.0,2,2,1,About to Sleep,2025-10-23
NEWTON METAL,9,54,1905540847.0,4,4,3,Loyal Customers,2025-10-23
NEWTREND NUTRITION INGREDIENT,42,55,350396887.0,4,4,3,Loyal Customers,2025-10-23
NEXA AGRO ENERGY,73,1,40832.0,3,1,1,Need Attention,2025-10-23
NEXELITE CP INDONESIA,87,2,234000.0,3,2,1,Need Attention,2025-10-23
NEXGEN PACKAGING INDONESIA,29,2,22828.0,4,2,1,Need Attention,2025-10-23
NEXUS CARGO EXPRESS,8,1,262559.0,4,1,1,Need Attention,2025-10-23
NGK CERAMICS INDONESIA,64,10,10208535234.0,3,3,4,Champions,2025-10-23
NGT TRADING & ENGINEERING INDONESIA,1620,1,150200.0,1,1,1,Lost,2025-10-23
NIAGA CIPTA MULIA,1301,5,4746796.0,1,2,2,Hibernating,2025-10-23
NIAGA CITRA MANDIRI,728,7,141680.0,2,3,1,At Risk,2025-10-23
NIAGA GARAM CEMERLANG,68,6,96504295.0,3,2,3,New Customers,2025-10-23
NIAGA GLOBAL USAHA,304,2,80778177.0,3,2,3,New Customers,2025-10-23
NIAGA INTI SUMBER SEJAHTERA,225,4,3674163051.0,3,2,3,New Customers,2025-10-23
NIAGA JASA CARGO,478,12,21811656190.0,2,3,4,At Risk,2025-10-23
NIAGA JAYA SOLUSI,434,1,34592.0,2,1,1,Hibernating,2025-10-23
NIAGA LINTAS PRATAMA,50,3,15903644.0,3,2,2,Need Attention,2025-10-23
NIAGA MAS RAYA,826,5,8376113492.0,2,2,4,About to Sleep,2025-10-23
NIAGA MAS SUKSES,57,1,2533968002.0,3,1,3,New Customers,2025-10-23
NIAGA MITRA ABADI,13,94,271698525050.0,4,4,4,Champions,2025-10-23
NIAGA SANDANG TRENDI,318,1,1921815718.0,3,1,3,New Customers,2025-10-23
NIAGA SERAYA MAJU,6,88,65994848723.0,4,4,4,Champions,2025-10-23
NIAGA TIMUR TERANG,1588,1,109616.0,1,1,1,Lost,2025-10-23
NIAGA USAHA GLOBALINDO,1444,16,8457200391.0,1,3,4,Can't Lose Them,2025-10-23
NIAGA WARNA PERSADA,1,101,106320704260.0,4,4,4,Champions,2025-10-23
NIAGAMAS LESTARI GEMILANG,682,3,328743625.0,2,2,3,About to Sleep,2025-10-23
NICESO SUKSES INDONESIA,533,41,91416184931.0,2,4,4,At Risk,2025-10-23
NICHIAS METALWORKS INDONESIA,31,48,25628555502.0,4,4,4,Champions,2025-10-23
NICHIAS SUNIJAYA,9,55,101223827497.0,4,4,4,Champions,2025-10-23
NICHIRIN INDONESIA,14,7,226917378.0,4,3,3,Loyal Customers,2025-10-23
NICKSON YOGA TRIDAYA,128,28,11169773619.0,3,4,4,Champions,2025-10-23
NIFCO INDONESIA,31,38,11173077526.0,4,4,4,Champions,2025-10-23
NIFCO INDONESIA TRADING,1,180,153690232119.0,4,4,4,Champions,2025-10-23
NIHON DENKEI INDONESIA,122,4,3806590.0,3,2,2,Need Attention,2025-10-23
NIITAKA JAPINDO MAKMUR,31,11,20641364607.0,4,3,4,Champions,2025-10-23
NIKAWA TEXTILE INDUSTRY,196,1,24800325.0,3,1,2,Need Attention,2025-10-23
NIKE INDONESIA,1,6544,12408476604524.0,4,4,4,Champions,2025-10-23
NIKI PRIMA SEJAHTERA,55,3,12015758.0,3,2,2,Need Attention,2025-10-23
NIKI SEJAHTERA,27,12,13209806113.0,4,3,4,Champions,2025-10-23
NIKITA PROTEC,937,2,358116693.0,2,2,3,About to Sleep,2025-10-23
NIKKO CAHAYA ELECTRIC,485,1,4450.0,2,1,1,Hibernating,2025-10-23
NIKO ELEKTRONIK INDONESIA,486,5,459760.0,2,2,1,About to Sleep,2025-10-23
NILA MERKINDO UTAMA,156,7,15054243848.0,3,3,4,Champions,2025-10-23
NILAM WIDURI,8,4,37775.0,4,2,1,Need Attention,2025-10-23
NIMOSHI INDO UTAMA,1294,4,4836802.0,1,2,2,Hibernating,2025-10-23
NIMRA INTERNATIONAL,1176,1,24024.0,1,1,1,Lost,2025-10-23
NIMS INDOMALAY MAJU SUKSES,231,3,3838464.0,3,2,2,Need Attention,2025-10-23
NINDA ARUL CAHAYA SUKSES,51,4,23995243.0,3,2,2,Need Attention,2025-10-23
NINIKI BATAM INDONESIA,121,4,3926474.0,3,2,2,Need Attention,2025-10-23
NIOMETRICS TECHNOLOGIES INDONESIA,1736,3,148372.0,1,2,1,Hibernating,2025-10-23
NIPINDO PRIMATAMA,458,1,86688.0,2,1,1,Hibernating,2025-10-23
NIPPN FOODS INDONESIA,62,75,8319128.0,3,4,2,Potential Loyalist,2025-10-23
NIPPO TECH SEJAHTERA,79,3,1164339.0,3,2,2,Need Attention,2025-10-23
NIPPON CARBIDE INDUSTRIES INDONESIA,490,5,33800617.0,2,2,2,About to Sleep,2025-10-23
NIPPON INDOSARI CORPINDO TBK,1357,2,34398930.0,1,2,3,Hibernating,2025-10-23
NIPPON SHOKUBAI INDONESIA,22,19,995800.0,4,3,2,Potential Loyalist,2025-10-23
NIPPON STEEL TRADING INDONESIA,1,74,44705857520.0,4,4,4,Champions,2025-10-23
NIPRO INDONESIA JAYA,107,20,27399738779.0,3,3,4,Champions,2025-10-23
NIPSEA PAINT AND CHEMICALS,1,20,548099.0,4,3,1,Promising,2025-10-23
NIRAMAS PANDAAN SEJAHTERA,99,7,703762.0,3,3,1,Promising,2025-10-23
NIRAMAS UTAMA,34,20,29229480124.0,4,3,4,Champions,2025-10-23
NIRO CERAMIC SALES INDONESIA,63,875,916334115959.0,3,4,4,Champions,2025-10-23
NIRVANA SANGHA ADITAMA,1059,22,12099779334.0,1,3,4,Can't Lose Them,2025-10-23
NIRWANA ALAM HIJAU,51,7,613070.0,3,3,1,Promising,2025-10-23
NIRWANA INDONESIA PRATAMA,318,1,295468.0,3,1,1,Need Attention,2025-10-23
NIRWANA JAYA PERKASA,8,2,7517655836.0,4,2,4,New Customers,2025-10-23
NIRWANA LESTARI,2,2676,7130513156192.0,4,4,4,Champions,2025-10-23
NISCALA ARETHA FORTUNA,577,1,129204.0,2,1,1,Hibernating,2025-10-23
NISHIKAWA KARYA INDONESIA,120,2,535397.0,3,2,1,Need Attention,2025-10-23
NISHIYAMA INDONESIA,93,5,705952524.0,3,2,3,New Customers,2025-10-23
NISSAN MOTOR DISTRIBUTOR INDONESIA,192,15,7472863.0,3,3,2,Potential Loyalist,2025-10-23
NISSAN TRADING INDONESIA,1683,1,321765.0,1,1,1,Lost,2025-10-23
NISSHO INDONESIA,1364,2,3019904011.0,1,2,3,Hibernating,2025-10-23
NISSIN FOODS INDONESIA,2,186,33125301.0,4,4,2,Potential Loyalist,2025-10-23
NISSIN KOGYO BATAM,90,4,5325847248.0,3,2,3,New Customers,2025-10-23
NISSIN MANUFACTURING INDONESIA,98,4,13537444745.0,3,2,4,New Customers,2025-10-23
NITORI TRADING INDONESIA,512,29,4824480525.0,2,4,3,At Risk,2025-10-23
NITTO ALAM INDONESIA,482,1,7304823.0,2,1,2,Hibernating,2025-10-23
NITTO MATERIALS INDONESIA,6,429,482613186732.0,4,4,4,Champions,2025-10-23
NITTOC CONSTRUCTION INDONESIA,924,1,2434941.0,2,1,2,Hibernating,2025-10-23
NKS FILTER INDONESIA,735,2,61000.0,2,2,1,About to Sleep,2025-10-23
NMTINDO,540,1,244701621.0,2,1,3,Hibernating,2025-10-23
NOAH ARKINDO,226,33,45091719.0,3,4,3,Loyal Customers,2025-10-23
NOAH HAN SEMESTA,226,9,2867775.0,3,3,2,Potential Loyalist,2025-10-23
NOAH TEX,1443,3,17443167.0,1,2,2,Hibernating,2025-10-23
NOBEL INDUSTRIES,7,31,44448641.0,4,4,3,Loyal Customers,2025-10-23
NOF MAS CHEMICAL INDUSTRIES,9,12,29561972.0,4,3,2,Potential Loyalist,2025-10-23
NOK FREUDENBERG SEALING TECHNOLOGIES,412,3,1395518554.0,2,2,3,About to Sleep,2025-10-23
NOK INDONESIA,854,3,155555061.0,2,2,3,About to Sleep,2025-10-23
NOKIA SOLUTIONS AND NETWORKS INDONESIA,16,79,3022949472.0,4,4,3,Loyal Customers,2025-10-23
NOMI BOGASARI INDONESIA,348,1,1489421664.0,2,1,3,Hibernating,2025-10-23
NOMURA EXPORINDO,177,67,123790771.0,3,4,3,Loyal Customers,2025-10-23
NON FERINDO UTAMA,1465,1,1453632.0,1,1,2,Lost,2025-10-23
NORDEX LIGHTING INDONESIA,337,3,4828834041.0,2,2,3,About to Sleep,2025-10-23
NORGEN NUSANTARA INDONESIA,862,1,1672582.0,2,1,2,Hibernating,2025-10-23
NORMET INDONESIA,1373,2,151488.0,1,2,1,Hibernating,2025-10-23
NORTH SUMATERA HYDRO ENERGY,849,1,648012045.0,2,1,3,Hibernating,2025-10-23
NORTH WEST INDONESIA,358,3,12615082.0,2,2,2,About to Sleep,2025-10-23
NORVUS INDONESIA,85,8,4530145.0,3,3,2,Potential Loyalist,2025-10-23
NOSREDNA,1295,16,45326656161.0,1,3,4,Can't Lose Them,2025-10-23
NOTO PUTRA,1207,10,26212965.0,1,3,2,Can't Lose Them,2025-10-23
NOTOS,706,19,41898675253.0,2,3,4,At Risk,2025-10-23
NOVATECH INTEGRA SOLUSINDO,58,8,3517951739.0,3,3,3,Loyal Customers,2025-10-23
NOVELL PHARMACEUTICAL LABORATORIES,329,8,82456.0,2,3,1,At Risk,2025-10-23
NOVO COMPLAST INDONESIA,3,256,70677200.0,4,4,3,Loyal Customers,2025-10-23
NOW INDONESIA,1486,1,2160.0,1,1,1,Lost,2025-10-23
NOYON SIPATA INDONESIA,111,27,43409651.0,3,4,3,Loyal Customers,2025-10-23
NPR MANUFACTURING INDONESIA,7,48,23885965.0,4,4,2,Potential Loyalist,2025-10-23
NRI GLOBAL MANDIRI,780,29,249816997.0,2,4,3,At Risk,2025-10-23
NS BLUESCOPE INDONESIA,673,13,2962166067.0,2,3,3,At Risk,2025-10-23
NS BLUESCOPE SERVICE CENTER INDONESIA,939,1,212225983.0,2,1,3,Hibernating,2025-10-23
NSSI INDUSTRY INDONESIA,339,13,14910254314.0,2,3,4,At Risk,2025-10-23
NTSKY JAYA INDONESIA,59,2,45384.0,3,2,1,Need Attention,2025-10-23
NTT INDONESIA SOLUTIONS,974,24,18556878.0,1,3,2,Can't Lose Them,2025-10-23
NTT INDONESIA TECHNOLOGY,26,46,34094092.0,4,4,2,Potential Loyalist,2025-10-23
NUANSA CITRA SEMERBAK,30,2,772659.0,4,2,1,Need Attention,2025-10-23
NUANSA HALUAN INDO,6,2,77101050.0,4,2,3,New Customers,2025-10-23
NUANSA HASIL PANGAN,1291,43,7517380.0,1,4,2,Can't Lose Them,2025-10-23
NUANSA HASILTANI ALAMI,1203,43,8712847.0,1,4,2,Can't Lose Them,2025-10-23
NUCLEAR COATING FABRIC,2,14,62445690861.0,4,3,4,Champions,2025-10-23
NUGA SIGMA POTENZIA,1079,3,20594319.0,1,2,2,Hibernating,2025-10-23
NUGRAHA FANCY PLYWOOD,43,4,17982035241.0,3,2,4,New Customers,2025-10-23
NUKOTE INDONESIA,1753,1,26365.0,1,1,1,Lost,2025-10-23
NURANI SETIA PERKASA,3,95,197623231643.0,4,4,4,Champions,2025-10-23
NURCO ARUNA MITRA,364,27,126285191.0,2,4,3,At Risk,2025-10-23
NURINDA,279,2,11715.0,3,2,1,Need Attention,2025-10-23
NURMAN INDOBAN SENTOSA,226,1,527400.0,3,1,1,Need Attention,2025-10-23
NURMAN MITRA SENTOSA,254,2,97295.0,3,2,1,Need Attention,2025-10-23
NUSA ARKHA AKRILINDO,1092,24,81402501.0,1,3,3,Can't Lose Them,2025-10-23
NUSA HALMAHERA MINERALS,59,11,208906946.0,3,3,3,Loyal Customers,2025-10-23
NUSA MATAHARI TERBIT,37,4,1363365.0,4,2,2,Need Attention,2025-10-23
NUSA NETWORK PRAKARSA,36,7,5032383443.0,4,3,3,Loyal Customers,2025-10-23
NUSA PRIMA BARATAMA,72,2,2168486125.0,3,2,3,New Customers,2025-10-23
NUSA PRIMA TAMA,1486,13,4165530.0,1,3,2,Can't Lose Them,2025-10-23
NUSA RIZKI INDUSTRI,12,142,45536479286.0,4,4,4,Champions,2025-10-23
NUSA SOLAR INDONESIA,52,5,422488.0,3,2,1,Need Attention,2025-10-23
NUSA TOYOTETSU ENGINEERING,812,1,1393742.0,2,1,2,Hibernating,2025-10-23
NUSANTARA AGRO MANDIRI,541,15,1682590.0,2,3,2,At Risk,2025-10-23
NUSANTARA ALAM BAHARI,58,1,365000.0,3,1,1,Need Attention,2025-10-23
NUSANTARA BUILDING INDUSTRIES,22,80,38046533985.0,4,4,4,Champions,2025-10-23
NUSANTARA COMPNET INTEGRATOR,155,2,3186587.0,3,2,2,Need Attention,2025-10-23
NUSANTARA EKAHANDAL ELECTROSTATIC,135,4,9097561504.0,3,2,4,New Customers,2025-10-23
NUSANTARA ENERGI KHATULISTIWA,342,1,72930.0,2,1,1,Hibernating,2025-10-23
NUSANTARA INTERMODA OTTOMITRA,409,1,22000.0,2,1,1,Hibernating,2025-10-23
NUSANTARA LAJU BERSAMA,59,2,3639443286.0,3,2,3,New Customers,2025-10-23
NUSANTARA LOGAM INDOPERKASA,1302,15,16139870545.0,1,3,4,Can't Lose Them,2025-10-23
NUSANTARA MAKMUR UTAMA,36,2,351730.0,4,2,1,Need Attention,2025-10-23
NUSANTARA MARGA SATYA,120,16,3036525.0,3,3,2,Potential Loyalist,2025-10-23
NUSANTARA MULTI AGRO,476,2,4147216.0,2,2,2,About to Sleep,2025-10-23
NUSANTARA NIAGA INFRASTRUKTUR,1435,1,1438800748.0,1,1,3,Lost,2025-10-23
NUSANTARA ORIENTAL PERMAI,45,18,8852477.0,3,3,2,Potential Loyalist,2025-10-23
NUSANTARA PANEN SENTOSA,31,16,17821050104.0,4,3,4,Champions,2025-10-23
NUSANTARA PARKERIZING,491,7,210945.0,2,3,1,At Risk,2025-10-23
NUSANTARA PERKASA SAKTI INDONESIA,1518,4,1963979509.0,1,2,3,Hibernating,2025-10-23
NUSANTARA RAYA ENERGI MANDIRI,1725,1,27000.0,1,1,1,Lost,2025-10-23
